time_days,E
0,-1.64597e+35
7,-1.64597e+35
14,-1.64597e+35
21,-1.64597e+35
28,-1.64597e+35
35,-1.64597e+35
42,-1.64597e+35
49,-1.64597e+35
56,-1.64597e+35
63,-1.64597e+35
70,-1.64597e+35
77,-1.64597e+35
84,-1.64597e+35
91,-1.64597e+35
98,-1.64597e+35
105,-1.64597e+35
112,-1.64597e+35
119,-1.64597e+35
126,-1.64597e+35
133,-1.64597e+35
140,-1.64597e+35
147,-1.64597e+35
154,-1.64597e+35
161,-1.64597e+35
168,-1.64597e+35
175,-1.64597e+35
182,-1.64597e+35
189,-1.64597e+35
196,-1.64597e+35
203,-1.64597e+35
210,-1.64597e+35
217,-1.64597e+35
224,-1.64597e+35
231,-1.64597e+35
238,-1.64597e+35
245,-1.64597e+35
252,-1.64597e+35
259,-1.64597e+35
266,-1.64597e+35
273,-1.64597e+35
280,-1.64597e+35
287,-1.64597e+35
294,-1.64597e+35
301,-1.64597e+35
308,-1.64597e+35
315,-1.64597e+35
322,-1.64597e+35
329,-1.64597e+35
336,-1.64597e+35
343,-1.64597e+35
350,-1.64597e+35
357,-1.64597e+35
364,-1.64597e+35
371,-1.64597e+35
378,-1.64597e+35
385,-1.64597e+35
392,-1.64597e+35
399,-1.64597e+35
406,-1.64597e+35
413,-1.64597e+35
420,-1.64597e+35
427,-1.64597e+35
434,-1.64597e+35
441,-1.64597e+35
448,-1.64597e+35
455,-1.64597e+35
462,-1.64597e+35
469,-1.64597e+35
476,-1.64597e+35
483,-1.64597e+35
490,-1.64597e+35
497,-1.64597e+35
504,-1.64597e+35
511,-1.64597e+35
518,-1.64597e+35
525,-1.64597e+35
532,-1.64597e+35
539,-1.64597e+35
546,-1.64597e+35
553,-1.64597e+35
560,-1.64597e+35
567,-1.64597e+35
574,-1.64597e+35
581,-1.64597e+35
588,-1.64597e+35
595,-1.64597e+35
602,-1.64597e+35
609,-1.64597e+35
616,-1.64597e+35
623,-1.64597e+35
630,-1.64597e+35
637,-1.64597e+35
644,-1.64597e+35
651,-1.64597e+35
658,-1.64597e+35
665,-1.64597e+35
672,-1.64597e+35
679,-1.64597e+35
686,-1.64597e+35
693,-1.64597e+35
700,-1.64597e+35
707,-1.64597e+35
714,-1.64597e+35
721,-1.64597e+35
728,-1.64597e+35
735,-1.64597e+35
742,-1.64597e+35
749,-1.64597e+35
756,-1.64597e+35
763,-1.64597e+35
770,-1.64597e+35
777,-1.64597e+35
784,-1.64597e+35
791,-1.64597e+35
798,-1.64597e+35
805,-1.64597e+35
812,-1.64597e+35
819,-1.64597e+35
826,-1.64597e+35
833,-1.64597e+35
840,-1.64597e+35
847,-1.64597e+35
854,-1.64597e+35
861,-1.64597e+35
868,-1.64597e+35
875,-1.64597e+35
882,-1.64597e+35
889,-1.64597e+35
896,-1.64597e+35
903,-1.64597e+35
910,-1.64597e+35
917,-1.64597e+35
924,-1.64597e+35
931,-1.64597e+35
938,-1.64597e+35
945,-1.64597e+35
952,-1.64597e+35
959,-1.64597e+35
966,-1.64597e+35
973,-1.64597e+35
980,-1.64597e+35
987,-1.64597e+35
994,-1.64597e+35
1001,-1.64597e+35
1008,-1.64597e+35
1015,-1.64597e+35
1022,-1.64597e+35
1029,-1.64597e+35
1036,-1.64597e+35
1043,-1.64597e+35
1050,-1.64597e+35
1057,-1.64597e+35
1064,-1.64597e+35
1071,-1.64597e+35
1078,-1.64597e+35
1085,-1.64597e+35
1092,-1.64597e+35
1099,-1.64597e+35
1106,-1.64597e+35
1113,-1.64597e+35
1120,-1.64597e+35
1127,-1.64597e+35
1134,-1.64597e+35
1141,-1.64597e+35
1148,-1.64597e+35
1155,-1.64597e+35
1162,-1.64597e+35
1169,-1.64597e+35
1176,-1.64597e+35
1183,-1.64597e+35
1190,-1.64597e+35
1197,-1.64597e+35
1204,-1.64597e+35
1211,-1.64597e+35
1218,-1.64597e+35
1225,-1.64597e+35
1232,-1.64597e+35
1239,-1.64597e+35
1246,-1.64597e+35
1253,-1.64597e+35
1260,-1.64597e+35
1267,-1.64597e+35
1274,-1.64597e+35
1281,-1.64597e+35
1288,-1.64597e+35
1295,-1.64597e+35
1302,-1.64597e+35
1309,-1.64597e+35
1316,-1.64597e+35
1323,-1.64597e+35
1330,-1.64597e+35
1337,-1.64597e+35
1344,-1.64597e+35
1351,-1.64597e+35
1358,-1.64597e+35
1365,-1.64597e+35
1372,-1.64597e+35
1379,-1.64597e+35
1386,-1.64597e+35
1393,-1.64597e+35
1400,-1.64597e+35
1407,-1.64597e+35
1414,-1.64597e+35
1421,-1.64597e+35
1428,-1.64597e+35
1435,-1.64597e+35
1442,-1.64597e+35
1449,-1.64597e+35
1456,-1.64597e+35
1463,-1.64597e+35
1470,-1.64597e+35
1477,-1.64597e+35
1484,-1.64597e+35
1491,-1.64597e+35
1498,-1.64597e+35
1505,-1.64597e+35
1512,-1.64597e+35
1519,-1.64597e+35
1526,-1.64597e+35
1533,-1.64597e+35
1540,-1.64597e+35
1547,-1.64597e+35
1554,-1.64597e+35
1561,-1.64597e+35
1568,-1.64597e+35
1575,-1.64597e+35
1582,-1.64597e+35
1589,-1.64597e+35
1596,-1.64597e+35
1603,-1.64597e+35
1610,-1.64597e+35
1617,-1.64597e+35
1624,-1.64597e+35
1631,-1.64597e+35
1638,-1.64597e+35
1645,-1.64597e+35
1652,-1.64597e+35
1659,-1.64597e+35
1666,-1.64597e+35
1673,-1.64597e+35
1680,-1.64597e+35
1687,-1.64597e+35
1694,-1.64597e+35
1701,-1.64597e+35
1708,-1.64597e+35
1715,-1.64597e+35
1722,-1.64597e+35
1729,-1.64597e+35
1736,-1.64597e+35
1743,-1.64597e+35
1750,-1.64597e+35
1757,-1.64597e+35
1764,-1.64597e+35
1771,-1.64597e+35
1778,-1.64597e+35
1785,-1.64597e+35
1792,-1.64597e+35
1799,-1.64597e+35
1806,-1.64597e+35
1813,-1.64597e+35
1820,-1.64597e+35
1827,-1.64597e+35
1834,-1.64597e+35
1841,-1.64597e+35
1848,-1.64597e+35
1855,-1.64597e+35
1862,-1.64597e+35
1869,-1.64597e+35
1876,-1.64597e+35
1883,-1.64597e+35
1890,-1.64597e+35
1897,-1.64597e+35
1904,-1.64597e+35
1911,-1.64597e+35
1918,-1.64597e+35
1925,-1.64597e+35
1932,-1.64597e+35
1939,-1.64597e+35
1946,-1.64597e+35
1953,-1.64597e+35
1960,-1.64597e+35
1967,-1.64597e+35
1974,-1.64597e+35
1981,-1.64597e+35
1988,-1.64597e+35
1995,-1.64597e+35
2002,-1.64597e+35
2009,-1.64597e+35
2016,-1.64597e+35
2023,-1.64597e+35
2030,-1.64597e+35
2037,-1.64597e+35
2044,-1.64597e+35
2051,-1.64597e+35
2058,-1.64597e+35
2065,-1.64597e+35
2072,-1.64597e+35
2079,-1.64597e+35
2086,-1.64597e+35
2093,-1.64597e+35
2100,-1.64597e+35
2107,-1.64597e+35
2114,-1.64597e+35
2121,-1.64597e+35
2128,-1.64597e+35
2135,-1.64597e+35
2142,-1.64597e+35
2149,-1.64597e+35
2156,-1.64597e+35
2163,-1.64597e+35
2170,-1.64597e+35
2177,-1.64597e+35
2184,-1.64597e+35
2191,-1.64597e+35
2198,-1.64597e+35
2205,-1.64597e+35
2212,-1.64597e+35
2219,-1.64597e+35
2226,-1.64597e+35
2233,-1.64597e+35
2240,-1.64597e+35
2247,-1.64597e+35
2254,-1.64597e+35
2261,-1.64597e+35
2268,-1.64597e+35
2275,-1.64597e+35
2282,-1.64597e+35
2289,-1.64597e+35
2296,-1.64597e+35
2303,-1.64597e+35
2310,-1.64597e+35
2317,-1.64597e+35
2324,-1.64597e+35
2331,-1.64597e+35
2338,-1.64597e+35
2345,-1.64597e+35
2352,-1.64597e+35
2359,-1.64597e+35
2366,-1.64597e+35
2373,-1.64597e+35
2380,-1.64597e+35
2387,-1.64597e+35
2394,-1.64597e+35
2401,-1.64597e+35
2408,-1.64597e+35
2415,-1.64597e+35
2422,-1.64597e+35
2429,-1.64597e+35
2436,-1.64597e+35
2443,-1.64597e+35
2450,-1.64597e+35
2457,-1.64597e+35
2464,-1.64597e+35
2471,-1.64597e+35
2478,-1.64597e+35
2485,-1.64597e+35
2492,-1.64597e+35
2499,-1.64597e+35
2506,-1.64597e+35
2513,-1.64597e+35
2520,-1.64597e+35
2527,-1.64597e+35
2534,-1.64597e+35
2541,-1.64597e+35
2548,-1.64597e+35
2555,-1.64597e+35
2562,-1.64597e+35
2569,-1.64597e+35
2576,-1.64597e+35
2583,-1.64597e+35
2590,-1.64597e+35
2597,-1.64597e+35
2604,-1.64597e+35
2611,-1.64597e+35
2618,-1.64597e+35
2625,-1.64597e+35
2632,-1.64597e+35
2639,-1.64597e+35
2646,-1.64597e+35
2653,-1.64597e+35
2660,-1.64597e+35
2667,-1.64597e+35
2674,-1.64597e+35
2681,-1.64597e+35
2688,-1.64597e+35
2695,-1.64597e+35
2702,-1.64597e+35
2709,-1.64597e+35
2716,-1.64597e+35
2723,-1.64597e+35
2730,-1.64597e+35
2737,-1.64597e+35
2744,-1.64597e+35
2751,-1.64597e+35
2758,-1.64597e+35
2765,-1.64597e+35
2772,-1.64597e+35
2779,-1.64597e+35
2786,-1.64597e+35
2793,-1.64597e+35
2800,-1.64597e+35
2807,-1.64597e+35
2814,-1.64597e+35
2821,-1.64597e+35
2828,-1.64597e+35
2835,-1.64597e+35
2842,-1.64597e+35
2849,-1.64597e+35
2856,-1.64597e+35
2863,-1.64597e+35
2870,-1.64597e+35
2877,-1.64597e+35
2884,-1.64597e+35
2891,-1.64597e+35
2898,-1.64597e+35
2905,-1.64597e+35
2912,-1.64597e+35
2919,-1.64597e+35
2926,-1.64597e+35
2933,-1.64597e+35
2940,-1.64597e+35
2947,-1.64597e+35
2954,-1.64597e+35
2961,-1.64597e+35
2968,-1.64597e+35
2975,-1.64597e+35
2982,-1.64597e+35
2989,-1.64597e+35
2996,-1.64597e+35
3003,-1.64597e+35
3010,-1.64597e+35
3017,-1.64597e+35
3024,-1.64597e+35
3031,-1.64597e+35
3038,-1.64597e+35
3045,-1.64597e+35
3052,-1.64597e+35
3059,-1.64597e+35
3066,-1.64597e+35
3073,-1.64597e+35
3080,-1.64597e+35
3087,-1.64597e+35
3094,-1.64597e+35
3101,-1.64597e+35
3108,-1.64597e+35
3115,-1.64597e+35
3122,-1.64597e+35
3129,-1.64597e+35
3136,-1.64597e+35
3143,-1.64597e+35
3150,-1.64597e+35
3157,-1.64597e+35
3164,-1.64597e+35
3171,-1.64597e+35
3178,-1.64597e+35
3185,-1.64597e+35
3192,-1.64597e+35
3199,-1.64597e+35
3206,-1.64597e+35
3213,-1.64597e+35
3220,-1.64597e+35
3227,-1.64597e+35
3234,-1.64597e+35
3241,-1.64597e+35
3248,-1.64597e+35
3255,-1.64597e+35
3262,-1.64597e+35
3269,-1.64597e+35
3276,-1.64597e+35
3283,-1.64597e+35
3290,-1.64597e+35
3297,-1.64597e+35
3304,-1.64597e+35
3311,-1.64597e+35
3318,-1.64597e+35
3325,-1.64597e+35
3332,-1.64597e+35
3339,-1.64597e+35
3346,-1.64597e+35
3353,-1.64597e+35
3360,-1.64597e+35
3367,-1.64597e+35
3374,-1.64597e+35
3381,-1.64597e+35
3388,-1.64597e+35
3395,-1.64597e+35
3402,-1.64597e+35
3409,-1.64597e+35
3416,-1.64597e+35
3423,-1.64597e+35
3430,-1.64597e+35
3437,-1.64597e+35
3444,-1.64597e+35
3451,-1.64597e+35
3458,-1.64597e+35
3465,-1.64597e+35
3472,-1.64597e+35
3479,-1.64597e+35
3486,-1.64597e+35
3493,-1.64597e+35
3500,-1.64597e+35
3507,-1.64597e+35
3514,-1.64597e+35
3521,-1.64597e+35
3528,-1.64597e+35
3535,-1.64597e+35
3542,-1.64597e+35
3549,-1.64597e+35
3556,-1.64597e+35
3563,-1.64597e+35
3570,-1.64597e+35
3577,-1.64597e+35
3584,-1.64597e+35
3591,-1.64597e+35
3598,-1.64597e+35
3605,-1.64597e+35
3612,-1.64597e+35
3619,-1.64597e+35
3626,-1.64597e+35
3633,-1.64597e+35
3640,-1.64597e+35
3647,-1.64597e+35
3654,-1.64597e+35
3661,-1.64597e+35
3668,-1.64597e+35
3675,-1.64597e+35
3682,-1.64597e+35
3689,-1.64597e+35
3696,-1.64597e+35
3703,-1.64597e+35
3710,-1.64597e+35
3717,-1.64597e+35
3724,-1.64597e+35
3731,-1.64597e+35
3738,-1.64597e+35
3745,-1.64597e+35
3752,-1.64597e+35
3759,-1.64597e+35
3766,-1.64597e+35
3773,-1.64597e+35
3780,-1.64597e+35
3787,-1.64597e+35
3794,-1.64597e+35
3801,-1.64597e+35
3808,-1.64597e+35
3815,-1.64597e+35
3822,-1.64597e+35
3829,-1.64597e+35
3836,-1.64597e+35
3843,-1.64597e+35
3850,-1.64597e+35
3857,-1.64597e+35
3864,-1.64597e+35
3871,-1.64597e+35
3878,-1.64597e+35
3885,-1.64597e+35
3892,-1.64597e+35
3899,-1.64597e+35
3906,-1.64597e+35
3913,-1.64597e+35
3920,-1.64597e+35
3927,-1.64597e+35
3934,-1.64597e+35
3941,-1.64597e+35
3948,-1.64597e+35
3955,-1.64597e+35
3962,-1.64597e+35
3969,-1.64597e+35
3976,-1.64597e+35
3983,-1.64597e+35
3990,-1.64597e+35
3997,-1.64597e+35
4004,-1.64597e+35
4011,-1.64597e+35
4018,-1.64597e+35
4025,-1.64597e+35
4032,-1.64597e+35
4039,-1.64597e+35
4046,-1.64597e+35
4053,-1.64597e+35
4060,-1.64597e+35
4067,-1.64597e+35
4074,-1.64597e+35
4081,-1.64597e+35
4088,-1.64597e+35
4095,-1.64597e+35
4102,-1.64597e+35
4109,-1.64597e+35
4116,-1.64597e+35
4123,-1.64597e+35
4130,-1.64597e+35
4137,-1.64597e+35
4144,-1.64597e+35
4151,-1.64597e+35
4158,-1.64597e+35
4165,-1.64597e+35
4172,-1.64597e+35
4179,-1.64597e+35
4186,-1.64597e+35
4193,-1.64597e+35
4200,-1.64597e+35
4207,-1.64597e+35
4214,-1.64597e+35
4221,-1.64597e+35
4228,-1.64597e+35
4235,-1.64597e+35
4242,-1.64597e+35
4249,-1.64597e+35
4256,-1.64597e+35
4263,-1.64597e+35
4270,-1.64597e+35
4277,-1.64597e+35
4284,-1.64597e+35
4291,-1.64597e+35
4298,-1.64597e+35
4305,-1.64597e+35
4312,-1.64597e+35
4319,-1.64597e+35
