time_days,xe,ye,xj,yj
0,1.496e+11,0,-7.7792e+11,0
7,1.48516e+11,1.79728e+10,-7.7788e+11,7.90055e+09
14,1.45281e+11,3.56852e+10,-7.7776e+11,1.58003e+10
21,1.39942e+11,5.28807e+10,-7.77559e+11,2.36984e+10
28,1.32575e+11,6.93101e+10,-7.77278e+11,3.1594e+10
35,1.23288e+11,8.47356e+10,-7.76917e+11,3.94864e+10
42,1.12214e+11,9.89335e+10,-7.76476e+11,4.73748e+10
49,9.95152e+10,1.11698e+11,-7.75955e+11,5.52582e+10
56,8.53745e+10,1.22845e+11,-7.75354e+11,6.31359e+10
63,6.99971e+10,1.32212e+11,-7.74673e+11,7.10072e+10
70,5.36055e+10,1.39664e+11,-7.73911e+11,7.88711e+10
77,3.64374e+10,1.45093e+11,-7.7307e+11,8.67268e+10
84,1.87413e+10,1.48419e+11,-7.7215e+11,9.45737e+10
91,7.73624e+08,1.49596e+11,-7.71149e+11,1.02411e+11
98,-1.72053e+10,1.48605e+11,-7.7007e+11,1.10237e+11
105,-3.49351e+10,1.45462e+11,-7.6891e+11,1.18052e+11
112,-5.21589e+10,1.40212e+11,-7.67672e+11,1.25855e+11
119,-6.86271e+10,1.3293e+11,-7.66354e+11,1.33645e+11
126,-8.41014e+10,1.23723e+11,-7.64957e+11,1.41421e+11
133,-9.83575e+10,1.12723e+11,-7.63481e+11,1.49183e+11
140,-1.11189e+11,1.00091e+11,-7.61927e+11,1.56929e+11
147,-1.2241e+11,8.60091e+10,-7.60294e+11,1.64659e+11
154,-1.31858e+11,7.06813e+10,-7.58582e+11,1.72372e+11
161,-1.39396e+11,5.43297e+10,-7.56793e+11,1.80068e+11
168,-1.44916e+11,3.71914e+10,-7.54925e+11,1.87744e+11
175,-1.48337e+11,1.95145e+10,-7.52979e+11,1.95402e+11
182,-1.4961e+11,1.55495e+09,-7.50956e+11,2.03039e+11
189,-1.48717e+11,-1.6427e+10,-7.48855e+11,2.10655e+11
196,-1.4567e+11,-3.41711e+10,-7.46677e+11,2.1825e+11
203,-1.40515e+11,-5.14204e+10,-7.44422e+11,2.25822e+11
210,-1.33325e+11,-6.79252e+10,-7.4209e+11,2.3337e+11
217,-1.24205e+11,-8.34466e+10,-7.39682e+11,2.40895e+11
224,-1.13287e+11,-9.776e+10,-7.37197e+11,2.48395e+11
231,-1.0073e+11,-1.10658e+11,-7.34636e+11,2.55869e+11
238,-8.67143e+10,-1.21955e+11,-7.32e+11,2.63317e+11
245,-7.14437e+10,-1.31486e+11,-7.29288e+11,2.70737e+11
252,-5.51392e+10,-1.39114e+11,-7.26501e+11,2.7813e+11
259,-3.80367e+10,-1.44729e+11,-7.23638e+11,2.85494e+11
266,-2.03837e+10,-1.48249e+11,-7.20702e+11,2.92828e+11
273,-2.43571e+09,-1.49623e+11,-7.1769e+11,3.00133e+11
280,1.55474e+10,-1.48831e+11,-7.14605e+11,3.07406e+11
287,3.33055e+10,-1.45886e+11,-7.11446e+11,3.14648e+11
294,5.05814e+10,-1.40829e+11,-7.08214e+11,3.21857e+11
301,6.71251e+10,-1.33733e+11,-7.04909e+11,3.29033e+11
308,8.26971e+10,-1.24701e+11,-7.01531e+11,3.36175e+11
315,9.70717e+10,-1.13864e+11,-6.9808e+11,3.43282e+11
322,1.10041e+11,-1.01378e+11,-6.94558e+11,3.50354e+11
329,1.21417e+11,-8.74246e+10,-6.90964e+11,3.5739e+11
336,1.31034e+11,-7.2205e+10,-6.87299e+11,3.64389e+11
343,1.38754e+11,-5.59396e+10,-6.83563e+11,3.71351e+11
350,1.44464e+11,-3.88639e+10,-6.79756e+11,3.78274e+11
357,1.48081e+11,-2.12253e+10,-6.75879e+11,3.85158e+11
364,1.49553e+11,-3.27913e+09,-6.71933e+11,3.92002e+11
371,1.48858e+11,1.47146e+10,-6.67917e+11,3.98806e+11
378,1.46005e+11,3.24951e+10,-6.63832e+11,4.05569e+11
385,1.41037e+11,4.98046e+10,-6.59679e+11,4.1229e+11
392,1.34025e+11,6.63924e+10,-6.55458e+11,4.18968e+11
399,1.25069e+11,8.20178e+10,-6.51169e+11,4.25603e+11
406,1.14301e+11,9.64542e+10,-6.46813e+11,4.32195e+11
413,1.01876e+11,1.09492e+11,-6.4239e+11,4.38742e+11
420,8.79731e+10,1.20943e+11,-6.37901e+11,4.45243e+11
427,7.2795e+10,1.3064e+11,-6.33346e+11,4.51699e+11
434,5.65612e+10,1.38443e+11,-6.28726e+11,4.58108e+11
441,3.95073e+10,1.44239e+11,-6.24041e+11,4.64469e+11
448,2.18805e+10,1.47943e+11,-6.19292e+11,4.70783e+11
455,3.93627e+09,1.49502e+11,-6.14478e+11,4.77048e+11
462,-1.40651e+10,1.48894e+11,-6.09602e+11,4.83264e+11
469,-3.18626e+10,1.46126e+11,-6.04662e+11,4.8943e+11
476,-4.91983e+10,1.41241e+11,-5.9966e+11,4.95546e+11
483,-6.58209e+10,1.34308e+11,-5.94597e+11,5.01611e+11
490,-8.14895e+10,1.25428e+11,-5.89472e+11,5.07624e+11
497,-9.59772e+10,1.1473e+11,-5.84286e+11,5.13584e+11
504,-1.09074e+11,1.0237e+11,-5.7904e+11,5.19492e+11
511,-1.20591e+11,8.85273e+10,-5.73734e+11,5.25346e+11
518,-1.30361e+11,7.34017e+10,-5.68369e+11,5.31145e+11
525,-1.38242e+11,5.7213e+10,-5.62945e+11,5.3689e+11
532,-1.44122e+11,4.01959e+10,-5.57464e+11,5.4258e+11
539,-1.47915e+11,2.25968e+10,-5.51924e+11,5.48213e+11
546,-1.49567e+11,4.67065e+09,-5.46328e+11,5.5379e+11
553,-1.49054e+11,-1.3323e+10,-5.40676e+11,5.5931e+11
560,-1.46384e+11,-3.11238e+10,-5.34968e+11,5.64773e+11
567,-1.41595e+11,-4.84742e+10,-5.29204e+11,5.70177e+11
574,-1.34759e+11,-6.51231e+10,-5.23386e+11,5.75522e+11
581,-1.25973e+11,-8.083e+10,-5.17514e+11,5.80808e+11
588,-1.15365e+11,-9.53677e+10,-5.11589e+11,5.86034e+11
595,-1.03088e+11,-1.08526e+11,-5.0561e+11,5.91199e+11
602,-8.93207e+10,-1.20115e+11,-4.9958e+11,5.96304e+11
609,-7.42617e+10,-1.29966e+11,-4.93498e+11,6.01346e+11
616,-5.81288e+10,-1.37939e+11,-4.87366e+11,6.06327e+11
623,-4.11554e+10,-1.43916e+11,-4.81183e+11,6.11246e+11
630,-2.35869e+10,-1.47812e+11,-4.7495e+11,6.16101e+11
637,-5.67726e+09,-1.49571e+11,-4.68668e+11,6.20893e+11
644,1.23144e+10,-1.49166e+11,-4.62338e+11,6.25621e+11
651,3.0128e+10,-1.46604e+11,-4.55961e+11,6.30284e+11
658,4.75056e+10,-1.4192e+11,-4.49536e+11,6.34882e+11
665,6.41959e+10,-1.35184e+11,-4.43065e+11,6.39415e+11
672,7.99572e+10,-1.26491e+11,-4.36548e+11,6.43882e+11
679,9.45612e+10,-1.15967e+11,-4.29986e+11,6.48282e+11
686,1.07796e+11,-1.03764e+11,-4.2338e+11,6.52616e+11
693,1.1947e+11,-9.00593e+10,-4.1673e+11,6.56882e+11
700,1.29414e+11,-7.505e+10,-4.10038e+11,6.6108e+11
707,1.37484e+11,-5.89535e+10,-4.03302e+11,6.6521e+11
714,1.43561e+11,-4.20029e+10,-3.96526e+11,6.69272e+11
721,1.47558e+11,-2.44434e+10,-3.89708e+11,6.73265e+11
728,1.49416e+11,-6.52969e+09,-3.8285e+11,6.77188e+11
735,1.49108e+11,1.14788e+10,-3.75953e+11,6.81041e+11
742,1.46637e+11,2.93208e+10,-3.69017e+11,6.84824e+11
749,1.4204e+11,4.67377e+10,-3.62043e+11,6.88537e+11
756,1.35382e+11,6.34766e+10,-3.55031e+11,6.92178e+11
763,1.26761e+11,7.92947e+10,-3.47983e+11,6.95748e+11
770,1.163e+11,9.39623e+10,-3.40899e+11,6.99246e+11
777,1.04151e+11,1.07267e+11,-3.3378e+11,7.02672e+11
784,9.04908e+10,1.19014e+11,-3.26627e+11,7.06026e+11
791,7.55174e+10,1.29035e+11,-3.19439e+11,7.09307e+11
798,5.9448e+10,1.37183e+11,-3.12219e+11,7.12514e+11
805,4.25158e+10,1.4334e+11,-3.04967e+11,7.15648e+11
812,2.49667e+10,1.47418e+11,-2.97683e+11,7.18709e+11
819,7.05518e+09,1.49356e+11,-2.90368e+11,7.21695e+11
826,-1.09587e+10,1.49128e+11,-2.83024e+11,7.24607e+11
833,-2.88137e+10,1.46736e+11,-2.7565e+11,7.27444e+11
840,-4.62508e+10,1.42217e+11,-2.68248e+11,7.30206e+11
847,-6.30173e+10,1.35635e+11,-2.60818e+11,7.32892e+11
854,-7.88703e+10,1.27087e+11,-2.53361e+11,7.35503e+11
861,-9.35801e+10,1.16697e+11,-2.45878e+11,7.38039e+11
868,-1.06934e+11,1.04616e+11,-2.3837e+11,7.40498e+11
875,-1.18739e+11,9.10198e+10,-2.30837e+11,7.4288e+11
882,-1.28824e+11,7.61054e+10,-2.23281e+11,7.45186e+11
889,-1.37044e+11,6.00892e+10,-2.15701e+11,7.47416e+11
896,-1.4328e+11,4.32033e+10,-2.08099e+11,7.49568e+11
903,-1.47443e+11,2.56923e+10,-2.00476e+11,7.51642e+11
910,-1.49473e+11,7.80972e+09,-1.92832e+11,7.5364e+11
917,-1.49341e+11,-1.01858e+10,-1.85168e+11,7.55559e+11
924,-1.47049e+11,-2.80339e+10,-1.77485e+11,7.57401e+11
931,-1.42632e+11,-4.54766e+10,-1.69783e+11,7.59164e+11
938,-1.36153e+11,-6.2262e+10,-1.62064e+11,7.60849e+11
945,-1.27706e+11,-7.81473e+10,-1.54329e+11,7.62456e+11
952,-1.17413e+11,-9.29033e+10,-1.46577e+11,7.63984e+11
959,-1.05424e+11,-1.06317e+11,-1.38811e+11,7.65433e+11
966,-9.19111e+10,-1.18194e+11,-1.3103e+11,7.66804e+11
973,-7.70704e+10,-1.28363e+11,-1.23235e+11,7.68095e+11
980,-6.11159e+10,-1.36677e+11,-1.15428e+11,7.69307e+11
987,-4.42783e+10,-1.43016e+11,-1.07609e+11,7.70439e+11
994,-2.68008e+10,-1.47288e+11,-9.9779e+10,7.71492e+11
1001,-8.9358e+09,-1.49431e+11,-9.19386e+10,7.72466e+11
1008,9.05833e+09,-1.49413e+11,-8.40886e+10,7.7336e+11
1015,2.69215e+10,-1.47235e+11,-7.623e+10,7.74174e+11
1022,4.43952e+10,-1.42927e+11,-6.83635e+10,7.74908e+11
1029,6.12266e+10,-1.36551e+11,-6.049e+10,7.75562e+11
1036,7.7172e+10,-1.28199e+11,-5.26102e+10,7.76137e+11
1043,9.20002e+10,-1.17992e+11,-4.47251e+10,7.76631e+11
1050,1.05496e+11,-1.06075e+11,-3.68352e+10,7.77045e+11
1057,1.17464e+11,-9.26223e+10,-2.89416e+10,7.77379e+11
1064,1.2773e+11,-7.78274e+10,-2.1045e+10,7.77633e+11
1071,1.36145e+11,-6.19044e+10,-1.31463e+10,7.77807e+11
1078,1.42585e+11,-4.50838e+10,-5.24616e+09,7.779e+11
1085,1.46958e+11,-2.76094e+10,2.6545e+09,7.77913e+11
1092,1.49199e+11,-9.73443e+09,1.05549e+10,7.77846e+11
1099,1.49276e+11,8.28186e+09,1.84542e+10,7.77699e+11
1106,1.47185e+11,2.6178e+10,2.63516e+10,7.77471e+11
1113,1.42958e+11,4.36942e+10,3.42463e+10,7.77163e+11
1120,1.36656e+11,6.05762e+10,4.21374e+10,7.76775e+11
1127,1.28369e+11,7.65786e+10,5.00242e+10,7.76307e+11
1134,1.18218e+11,9.1469e+10,5.79058e+10,7.75759e+11
1141,1.0635e+11,1.05031e+11,6.57815e+10,7.75131e+11
1148,9.29379e+10,1.17068e+11,7.36504e+10,7.74423e+11
1155,7.81758e+10,1.27405e+11,8.15117e+10,7.73635e+11
1162,6.22785e+10,1.35892e+11,8.93645e+10,7.72767e+11
1169,4.54769e+10,1.42405e+11,9.72082e+10,7.7182e+11
1176,2.80151e+10,1.46852e+11,1.05042e+11,7.70793e+11
1183,1.01467e+10,1.49167e+11,1.12865e+11,7.69686e+11
1190,-7.86898e+09,1.49318e+11,1.20676e+11,7.685e+11
1197,-2.57705e+10,1.47302e+11,1.28474e+11,7.67235e+11
1204,-4.32982e+10,1.43151e+11,1.3626e+11,7.65891e+11
1211,-6.01981e+10,1.36924e+11,1.44031e+11,7.64467e+11
1218,-7.62255e+10,1.28712e+11,1.51788e+11,7.62965e+11
1225,-9.11485e+10,1.18636e+11,1.59529e+11,7.61384e+11
1232,-1.04751e+11,1.06841e+11,1.67253e+11,7.59725e+11
1239,-1.16837e+11,9.34997e+10,1.7496e+11,7.57987e+11
1246,-1.27233e+11,7.88052e+10,1.8265e+11,7.56171e+11
1253,-1.35787e+11,6.29705e+10,1.9032e+11,7.54277e+11
1260,-1.42377e+11,4.62251e+10,1.9797e+11,7.52305e+11
1267,-1.46909e+11,2.88114e+10,2.05601e+11,7.50255e+11
1274,-1.49317e+11,1.09813e+10,2.1321e+11,7.48129e+11
1281,-1.49567e+11,-7.00741e+09,2.20797e+11,7.45925e+11
1288,-1.47656e+11,-2.48949e+10,2.28361e+11,7.43644e+11
1295,-1.43612e+11,-4.24226e+10,2.35902e+11,7.41286e+11
1302,-1.37494e+11,-5.93376e+10,2.43418e+11,7.38852e+11
1309,-1.29391e+11,-7.53956e+10,2.50909e+11,7.36342e+11
1316,-1.19418e+11,-9.03648e+10,2.58375e+11,7.33755e+11
1323,-1.07722e+11,-1.04029e+11,2.65814e+11,7.31094e+11
1330,-9.44691e+10,-1.16191e+11,2.73225e+11,7.28356e+11
1337,-7.98522e+10,-1.26674e+11,2.80608e+11,7.25544e+11
1344,-6.40818e+10,-1.35328e+11,2.87962e+11,7.22656e+11
1351,-4.73856e+10,-1.42027e+11,2.95287e+11,7.19695e+11
1358,-3.00046e+10,-1.46673e+11,3.02581e+11,7.16658e+11
1365,-1.219e+10,-1.49199e+11,3.09844e+11,7.13548e+11
1372,5.80093e+09,-1.49568e+11,3.17074e+11,7.10365e+11
1379,2.37079e+10,-1.47774e+11,3.24273e+11,7.07108e+11
1386,4.12719e+10,-1.43841e+11,3.31437e+11,7.03778e+11
1393,5.82386e+10,-1.37827e+11,3.38568e+11,7.00376e+11
1400,7.43621e+10,-1.29818e+11,3.45663e+11,6.96901e+11
1407,8.94086e+10,-1.19928e+11,3.52723e+11,6.93355e+11
1414,1.0316e+11,-1.083e+11,3.59747e+11,6.89736e+11
1421,1.15415e+11,-9.51029e+10,3.66733e+11,6.86047e+11
1428,1.25998e+11,-8.05264e+10,3.73682e+11,6.82287e+11
1435,1.34752e+11,-6.47818e+10,3.80592e+11,6.78457e+11
1442,1.41551e+11,-4.80971e+10,3.87463e+11,6.74557e+11
1449,1.46296e+11,-3.07142e+10,3.94294e+11,6.70587e+11
1456,1.48917e+11,-1.28852e+10,4.01084e+11,6.66548e+11
1463,1.49375e+11,5.13086e+09,4.07833e+11,6.6244e+11
1470,1.47663e+11,2.30725e+10,4.14539e+11,6.58264e+11
1477,1.43806e+11,4.06791e+10,4.21203e+11,6.5402e+11
1484,1.37859e+11,5.76946e+10,4.27824e+11,6.49708e+11
1491,1.2991e+11,7.38719e+10,4.344e+11,6.45329e+11
1498,1.20072e+11,8.89759e+10,4.40932e+11,6.40884e+11
1505,1.0849e+11,1.02787e+11,4.47418e+11,6.36373e+11
1512,9.53322e+10,1.15105e+11,4.53858e+11,6.31796e+11
1519,8.07891e+10,1.25751e+11,4.60251e+11,6.27154e+11
1526,6.50727e+10,1.3457e+11,4.66597e+11,6.22448e+11
1533,4.84114e+10,1.41435e+11,4.72895e+11,6.17677e+11
1540,3.10473e+10,1.46248e+11,4.79143e+11,6.12842e+11
1547,1.32327e+10,1.48937e+11,4.85343e+11,6.07944e+11
1554,-4.77377e+09,1.49467e+11,4.91492e+11,6.02984e+11
1561,-2.2711e+10,1.47828e+11,4.97591e+11,5.97961e+11
1568,-4.03189e+10,1.44047e+11,5.03638e+11,5.92876e+11
1575,-5.73425e+10,1.38178e+11,5.09633e+11,5.87731e+11
1582,-7.35354e+10,1.30308e+11,5.15576e+11,5.82525e+11
1589,-8.86637e+10,1.20551e+11,5.21465e+11,5.77258e+11
1596,-1.02509e+11,1.09049e+11,5.27301e+11,5.71933e+11
1603,-1.14871e+11,9.59703e+10,5.33083e+11,5.66548e+11
1610,-1.25571e+11,8.15035e+10,5.38809e+11,5.61104e+11
1617,-1.34457e+11,6.58584e+10,5.4448e+11,5.55603e+11
1624,-1.41399e+11,4.92616e+10,5.50095e+11,5.50045e+11
1631,-1.46298e+11,3.19532e+10,5.55652e+11,5.4443e+11
1638,-1.49085e+11,1.41833e+10,5.61153e+11,5.38758e+11
1645,-1.49718e+11,-3.79139e+09,5.66596e+11,5.33031e+11
1652,-1.4819e+11,-2.17113e+10,5.7198e+11,5.27249e+11
1659,-1.44522e+11,-3.93178e+10,5.77305e+11,5.21413e+11
1666,-1.38769e+11,-5.63567e+10,5.82571e+11,5.15523e+11
1673,-1.31012e+11,-7.2582e+10,5.87777e+11,5.0958e+11
1680,-1.21364e+11,-8.77595e+10,5.92922e+11,5.03584e+11
1687,-1.09963e+11,-1.0167e+11,5.98006e+11,4.97536e+11
1694,-9.69752e+10,-1.14113e+11,6.03028e+11,4.91437e+11
1701,-8.25865e+10,-1.24907e+11,6.07988e+11,4.85287e+11
1708,-6.70049e+10,-1.33897e+11,6.12885e+11,4.79088e+11
1715,-5.0455e+10,-1.40952e+11,6.17719e+11,4.72838e+11
1722,-3.31759e+10,-1.4597e+11,6.22489e+11,4.6654e+11
1729,-1.5417e+10,-1.48878e+11,6.27195e+11,4.60194e+11
1736,2.56488e+09,-1.49632e+11,6.31837e+11,4.53801e+11
1743,2.05097e+10,-1.4822e+11,6.36413e+11,4.4736e+11
1750,3.81576e+10,-1.44663e+11,6.40924e+11,4.40874e+11
1757,5.52529e+10,-1.39011e+11,6.45368e+11,4.34342e+11
1764,7.15477e+10,-1.31345e+11,6.49746e+11,4.27765e+11
1771,8.68054e+10,-1.21774e+11,6.54057e+11,4.21144e+11
1778,1.00804e+11,-1.10438e+11,6.583e+11,4.14479e+11
1785,1.13341e+11,-9.74996e+10,6.62476e+11,4.07772e+11
1792,1.24233e+11,-8.31462e+10,6.66583e+11,4.01023e+11
1799,1.33321e+11,-6.75855e+10,6.70622e+11,3.94233e+11
1806,1.40473e+11,-5.10433e+10,6.74591e+11,3.87401e+11
1813,1.45585e+11,-3.37596e+10,6.78491e+11,3.8053e+11
1820,1.48581e+11,-1.59852e+10,6.8232e+11,3.7362e+11
1827,1.49418e+11,2.02145e+09,6.8608e+11,3.66671e+11
1834,1.48084e+11,1.99988e+10,6.89768e+11,3.59684e+11
1841,1.44597e+11,3.76855e+10,6.93386e+11,3.5266e+11
1848,1.39008e+11,5.48245e+10,6.96931e+11,3.456e+11
1855,1.31399e+11,7.11666e+10,7.00405e+11,3.38504e+11
1862,1.2188e+11,8.64745e+10,7.03807e+11,3.31373e+11
1869,1.1059e+11,1.00526e+11,7.07136e+11,3.24208e+11
1876,9.7693e+10,1.13116e+11,7.10393e+11,3.17009e+11
1883,8.33774e+10,1.24064e+11,7.13576e+11,3.09778e+11
1890,6.78511e+10,1.3321e+11,7.16685e+11,3.02515e+11
1897,5.13399e+10,1.40423e+11,7.1972e+11,2.95221e+11
1904,3.40839e+10,1.45597e+11,7.22681e+11,2.87896e+11
1911,1.63335e+10,1.4866e+11,7.25568e+11,2.80541e+11
1918,-1.65359e+09,1.49568e+11,7.2838e+11,2.73158e+11
1925,-1.96167e+10,1.48308e+11,7.31116e+11,2.65746e+11
1932,-3.72955e+10,1.44899e+11,7.33778e+11,2.58307e+11
1939,-5.44343e+10,1.39393e+11,7.36363e+11,2.50842e+11
1946,-7.07852e+10,1.31869e+11,7.38873e+11,2.4335e+11
1953,-8.6112e+10,1.22437e+11,7.41306e+11,2.35834e+11
1960,-1.00194e+11,1.11235e+11,7.43663e+11,2.28293e+11
1967,-1.12827e+11,9.84248e+10,7.45943e+11,2.20728e+11
1974,-1.23829e+11,8.41924e+10,7.48147e+11,2.13141e+11
1981,-1.33043e+11,6.87439e+10,7.50273e+11,2.05532e+11
1988,-1.40336e+11,5.23026e+10,7.52321e+11,1.97901e+11
1995,-1.45602e+11,3.51062e+10,7.54292e+11,1.9025e+11
2002,-1.48767e+11,1.7403e+10,7.56186e+11,1.8258e+11
2009,-1.49784e+11,-5.51393e+08,7.58001e+11,1.74891e+11
2016,-1.48639e+11,-1.84978e+10,7.59738e+11,1.67183e+11
2023,-1.4535e+11,-3.61772e+10,7.61397e+11,1.59459e+11
2030,-1.39962e+11,-5.33345e+10,7.62977e+11,1.51718e+11
2037,-1.32554e+11,-6.9722e+10,7.64479e+11,1.43961e+11
2044,-1.23233e+11,-8.51029e+10,7.65901e+11,1.36189e+11
2051,-1.12132e+11,-9.9255e+10,7.67245e+11,1.28404e+11
2058,-9.94114e+10,-1.11974e+11,7.68509e+11,1.20605e+11
2065,-8.52548e+10,-1.23075e+11,7.69695e+11,1.12794e+11
2072,-6.98662e+10,-1.32397e+11,7.70801e+11,1.04971e+11
2079,-5.34674e+10,-1.39805e+11,7.71827e+11,9.71369e+10
2086,-3.62953e+10,-1.45191e+11,7.72774e+11,8.92931e+10
2093,-1.8598e+10,-1.48477e+11,7.73641e+11,8.14401e+10
2100,-6.31472e+08,-1.49613e+11,7.74428e+11,7.35787e+10
2107,1.73443e+10,-1.48583e+11,7.75135e+11,6.57098e+10
2114,3.50687e+10,-1.454e+11,7.75763e+11,5.7834e+10
2121,5.2285e+10,-1.40109e+11,7.7631e+11,4.99523e+10
2128,6.87431e+10,-1.32786e+11,7.76777e+11,4.20654e+10
2135,8.42039e+10,-1.23538e+11,7.77164e+11,3.41742e+10
2142,9.84428e+10,-1.12496e+11,7.77471e+11,2.62795e+10
2149,1.11252e+11,-9.98206e+10,7.77698e+11,1.83821e+10
2156,1.22446e+11,-8.56957e+10,7.77845e+11,1.04827e+10
2163,1.31862e+11,-7.03258e+10,7.77911e+11,2.58231e+09
2170,1.39361e+11,-5.3934e+10,7.77897e+11,-5.31838e+09
2177,1.44835e+11,-3.67583e+10,7.77803e+11,-1.32185e+10
2184,1.48203e+11,-1.90483e+10,7.77629e+11,-2.11173e+10
