time_days,xe,ye,xj,yj
2191,1.49417e+11,-1.06131e+09,7.77374e+11,-2.90139e+10
2198,1.48459e+11,1.69411e+10,7.77039e+11,-3.69075e+10
2205,1.45343e+11,3.46971e+10,7.76624e+11,-4.47973e+10
2212,1.40115e+11,5.19489e+10,7.76129e+11,-5.26824e+10
2219,1.3285e+11,6.84455e+10,7.75554e+11,-6.05622e+10
2226,1.23654e+11,8.39477e+10,7.74899e+11,-6.84357e+10
2233,1.12663e+11,9.82302e+10,7.74164e+11,-7.63021e+10
2240,1.00035e+11,1.11086e+11,7.73349e+11,-8.41607e+10
2247,8.59555e+10,1.22329e+11,7.72455e+11,-9.20105e+10
2254,7.06283e+10,1.31797e+11,7.7148e+11,-9.98509e+10
2261,5.42767e+10,1.39353e+11,7.70427e+11,-1.07681e+11
2268,3.7138e+10,1.44889e+11,7.69293e+11,-1.155e+11
2275,1.94612e+10,1.48324e+11,7.6808e+11,-1.23307e+11
2282,1.50247e+09,1.4961e+11,7.66789e+11,-1.31101e+11
2289,-1.6478e+10,1.4873e+11,7.65418e+11,-1.38882e+11
2296,-3.42199e+10,1.45698e+11,7.63968e+11,-1.46649e+11
2303,-5.14666e+10,1.40557e+11,7.62439e+11,-1.544e+11
2310,-6.79691e+10,1.33383e+11,7.60831e+11,-1.62136e+11
2317,-8.34889e+10,1.24282e+11,7.59145e+11,-1.69854e+11
2324,-9.78022e+10,1.13384e+11,7.57381e+11,-1.77556e+11
2331,-1.10703e+11,1.00848e+11,7.55539e+11,-1.85238e+11
2338,-1.22004e+11,8.68563e+10,7.53619e+11,-1.92902e+11
2345,-1.31544e+11,7.161e+10,7.51621e+11,-2.00546e+11
2352,-1.39185e+11,5.53299e+10,7.49545e+11,-2.08169e+11
2359,-1.44817e+11,3.82512e+10,7.47392e+11,-2.15771e+11
2366,-1.48358e+11,2.06204e+10,7.45162e+11,-2.2335e+11
2373,-1.49759e+11,2.69194e+09,7.42856e+11,-2.30907e+11
2380,-1.48998e+11,-1.52753e+10,7.40472e+11,-2.3844e+11
2387,-1.46086e+11,-3.30222e+10,7.38012e+11,-2.45948e+11
2394,-1.41065e+11,-5.02923e+10,7.35476e+11,-2.5343e+11
2401,-1.34008e+11,-6.68362e+10,7.32865e+11,-2.60887e+11
2408,-1.25015e+11,-8.24149e+10,7.30177e+11,-2.68316e+11
2415,-1.14215e+11,-9.68029e+10,7.27415e+11,-2.75718e+11
2422,-1.01766e+11,-1.09792e+11,7.24577e+11,-2.83092e+11
2429,-8.78447e+10,-1.21194e+11,7.21664e+11,-2.90436e+11
2436,-7.26533e+10,-1.30843e+11,7.18677e+11,-2.9775e+11
2443,-5.64106e+10,-1.38599e+11,7.15616e+11,-3.05034e+11
2450,-3.93514e+10,-1.44349e+11,7.12482e+11,-3.12286e+11
2457,-2.17222e+10,-1.48009e+11,7.09273e+11,-3.19506e+11
2464,-3.77833e+09,-1.49525e+11,7.05992e+11,-3.26693e+11
2471,1.42204e+10,-1.48873e+11,7.02637e+11,-3.33846e+11
2478,3.2013e+10,-1.46062e+11,6.99211e+11,-3.40965e+11
2485,4.93413e+10,-1.41133e+11,6.95712e+11,-3.48049e+11
2492,6.59536e+10,-1.34156e+11,6.92141e+11,-3.55097e+11
2499,8.16085e+10,-1.25231e+11,6.88499e+11,-3.62108e+11
2506,9.60784e+10,-1.14488e+11,6.84786e+11,-3.69082e+11
2513,1.09153e+11,-1.02081e+11,6.81002e+11,-3.76017e+11
2520,1.20641e+11,-8.81919e+10,6.77148e+11,-3.82914e+11
2527,1.30377e+11,-7.30208e+10,6.73224e+11,-3.89772e+11
2534,1.38217e+11,-5.67884e+10,6.69231e+11,-3.96589e+11
2541,1.44048e+11,-3.97306e+10,6.65169e+11,-4.03365e+11
2548,1.47786e+11,-2.20953e+10,6.61038e+11,-4.101e+11
2555,1.49376e+11,-4.13893e+09,6.56839e+11,-4.16792e+11
2562,1.48794e+11,1.38775e+10,6.52572e+11,-4.23442e+11
2569,1.46051e+11,3.16922e+10,6.48238e+11,-4.30048e+11
2576,1.41185e+11,4.90464e+10,6.43837e+11,-4.36609e+11
2583,1.34269e+11,6.56881e+10,6.39369e+11,-4.43125e+11
2590,1.25403e+11,8.13759e+10,6.34836e+11,-4.49596e+11
2597,1.14716e+11,9.58822e+10,6.30237e+11,-4.5602e+11
2604,1.02365e+11,1.08997e+11,6.25573e+11,-4.62397e+11
2611,8.85287e+10,1.20531e+11,6.20845e+11,-4.68727e+11
2618,7.34088e+10,1.30316e+11,6.16052e+11,-4.75008e+11
2625,5.7225e+10,1.38213e+11,6.11196e+11,-4.8124e+11
2632,4.0212e+10,1.44108e+11,6.06277e+11,-4.87423e+11
2639,2.26167e+10,1.47915e+11,6.01296e+11,-4.93555e+11
2646,4.69409e+09,1.49581e+11,5.96252e+11,-4.99637e+11
2653,-1.32965e+10,1.49083e+11,5.91147e+11,-5.05666e+11
2660,-3.10947e+10,1.46428e+11,5.85981e+11,-5.11644e+11
2667,-4.84432e+10,1.41656e+11,5.80754e+11,-5.17569e+11
2674,-6.50916e+10,1.34837e+11,5.75468e+11,-5.2344e+11
2681,-8.07994e+10,1.26069e+11,5.70122e+11,-5.29258e+11
2688,-9.534e+10,1.1548e+11,5.64717e+11,-5.35021e+11
2695,-1.08504e+11,1.03223e+11,5.59255e+11,-5.40729e+11
2702,-1.201e+11,8.94752e+10,5.53734e+11,-5.46381e+11
2709,-1.29963e+11,7.44359e+10,5.48156e+11,-5.51976e+11
2716,-1.3795e+11,5.83219e+10,5.42522e+11,-5.57515e+11
2723,-1.43945e+11,4.13659e+10,5.36832e+11,-5.62996e+11
2730,-1.47862e+11,2.38128e+10,5.31087e+11,-5.68419e+11
2737,-1.49644e+11,5.91575e+09,5.25286e+11,-5.73784e+11
2744,-1.49265e+11,-1.20667e+10,5.19432e+11,-5.79089e+11
2751,-1.46731e+11,-2.98749e+10,5.13524e+11,-5.84334e+11
2758,-1.42076e+11,-4.72516e+10,5.07563e+11,-5.8952e+11
2765,-1.3537e+11,-6.39456e+10,5.01549e+11,-5.94644e+11
2772,-1.26706e+11,-7.97154e+10,4.95484e+11,-5.99707e+11
2779,-1.16211e+11,-9.43328e+10,4.89368e+11,-6.04709e+11
2786,-1.04034e+11,-1.07586e+11,4.83201e+11,-6.09647e+11
2793,-9.03528e+10,-1.19282e+11,4.76985e+11,-6.14523e+11
2800,-7.53634e+10,-1.29252e+11,4.70719e+11,-6.19336e+11
2807,-5.92826e+10,-1.3735e+11,4.64405e+11,-6.24085e+11
2814,-4.2343e+10,-1.43459e+11,4.58043e+11,-6.28769e+11
2821,-2.47897e+10,-1.47489e+11,4.51633e+11,-6.33389e+11
2828,-6.87691e+09,-1.4938e+11,4.45177e+11,-6.37943e+11
2835,1.11357e+10,-1.49105e+11,4.38675e+11,-6.42431e+11
2842,2.89867e+10,-1.46667e+11,4.32128e+11,-6.46853e+11
2849,4.64171e+10,-1.421e+11,4.25536e+11,-6.51209e+11
2856,6.31737e+10,-1.3547e+11,4.18901e+11,-6.55497e+11
2863,7.90129e+10,-1.26873e+11,4.12222e+11,-6.59718e+11
2870,9.37045e+10,-1.16433e+11,4.055e+11,-6.6387e+11
2877,1.07035e+11,-1.04301e+11,3.98737e+11,-6.67954e+11
2884,1.1881e+11,-9.06549e+10,3.91933e+11,-6.71969e+11
2891,1.28859e+11,-7.56912e+10,3.85088e+11,-6.75915e+11
2898,1.37035e+11,-5.96277e+10,3.78203e+11,-6.79791e+11
2905,1.43221e+11,-4.26979e+10,3.7128e+11,-6.83597e+11
2912,1.47325e+11,-2.51478e+10,3.64318e+11,-6.87333e+11
2919,1.4929e+11,-7.23245e+09,3.57319e+11,-6.90997e+11
2926,1.49085e+11,1.07879e+10,3.50282e+11,-6.94591e+11
2933,1.46716e+11,2.86515e+10,3.4321e+11,-6.98113e+11
2940,1.42217e+11,4.6099e+10,3.36102e+11,-7.01562e+11
2947,1.35653e+11,6.28774e+10,3.2896e+11,-7.0494e+11
2954,1.27122e+11,7.87434e+10,3.21784e+11,-7.08244e+11
2961,1.16746e+11,9.34671e+10,3.14574e+11,-7.11476e+11
2968,1.04678e+11,1.06836e+11,3.07332e+11,-7.14634e+11
2975,9.10918e+10,1.18655e+11,3.00058e+11,-7.17718e+11
2982,7.61863e+10,1.28756e+11,2.92754e+11,-7.20729e+11
2989,6.01773e+10,1.36992e+11,2.85419e+11,-7.23665e+11
2996,4.32971e+10,1.43244e+11,2.78054e+11,-7.26526e+11
3003,2.57902e+10,1.47423e+11,2.70661e+11,-7.29313e+11
3010,7.91019e+09,1.49469e+11,2.6324e+11,-7.32024e+11
3017,-1.00842e+10,1.49353e+11,2.55792e+11,-7.3466e+11
3024,-2.79328e+10,1.47078e+11,2.48318e+11,-7.3722e+11
3031,-4.53777e+10,1.42676e+11,2.40818e+11,-7.39704e+11
3038,-6.21667e+10,1.36213e+11,2.33293e+11,-7.42111e+11
3045,-7.80575e+10,1.27782e+11,2.25744e+11,-7.44442e+11
3052,-9.28207e+10,1.17504e+11,2.18172e+11,-7.46697e+11
3059,-1.06243e+11,1.05529e+11,2.10577e+11,-7.48874e+11
3066,-1.18131e+11,9.20302e+10,2.02961e+11,-7.50974e+11
3073,-1.28313e+11,7.72018e+10,1.95323e+11,-7.52997e+11
3080,-1.36641e+11,6.12584e+10,1.87666e+11,-7.54941e+11
3087,-1.42996e+11,4.44301e+10,1.79989e+11,-7.56808e+11
3094,-1.47285e+11,2.69599e+10,1.72293e+11,-7.58597e+11
3101,-1.49446e+11,9.10009e+09,1.6458e+11,-7.60308e+11
3108,-1.49447e+11,-8.89123e+09,1.5685e+11,-7.6194e+11
3115,-1.47289e+11,-2.67541e+10,1.49103e+11,-7.63494e+11
3122,-1.43001e+11,-4.42302e+10,1.41342e+11,-7.64969e+11
3129,-1.36645e+11,-6.10668e+10,1.33565e+11,-7.66365e+11
3136,-1.28312e+11,-7.702e+10,1.25775e+11,-7.67682e+11
3143,-1.18122e+11,-9.18588e+10,1.17972e+11,-7.6892e+11
3150,-1.06223e+11,-1.05368e+11,1.10157e+11,-7.70078e+11
3157,-9.27856e+10,-1.17351e+11,1.0233e+11,-7.71158e+11
3164,-7.8004e+10,-1.27635e+11,9.4493e+10,-7.72157e+11
3171,-6.2092e+10,-1.36069e+11,8.6646e+10,-7.73077e+11
3178,-4.528e+10,-1.42531e+11,7.87901e+10,-7.73917e+11
3185,-2.78115e+10,-1.46927e+11,7.09261e+10,-7.74677e+11
3192,-9.93953e+09,-1.49191e+11,6.30548e+10,-7.75358e+11
3199,8.07663e+09,-1.49291e+11,5.5177e+10,-7.75958e+11
3206,2.59756e+10,-1.47225e+11,4.72935e+10,-7.76479e+11
3213,4.34975e+10,-1.43021e+11,3.94051e+10,-7.76919e+11
3220,6.03879e+10,-1.36742e+11,3.15126e+10,-7.77279e+11
3227,7.64015e+10,-1.28477e+11,2.36169e+10,-7.77559e+11
3234,9.13055e+10,-1.18346e+11,1.57188e+10,-7.77759e+11
3241,1.04884e+11,-1.06497e+11,7.81899e+09,-7.77878e+11
3248,1.16938e+11,-9.31012e+10,-8.15893e+07,-7.77918e+11
3255,1.27295e+11,-7.83536e+10,-7.98216e+09,-7.77877e+11
3262,1.35803e+11,-6.24683e+10,-1.58819e+10,-7.77756e+11
3269,1.42339e+11,-4.56759e+10,-2.378e+10,-7.77554e+11
3276,1.46809e+11,-2.82206e+10,-3.16757e+10,-7.77273e+11
3283,1.49148e+11,-1.03556e+10,-3.9568e+10,-7.76911e+11
3290,1.49322e+11,7.65956e+09,-4.74563e+10,-7.76469e+11
3297,1.47329e+11,2.55635e+10,-5.53397e+10,-7.75947e+11
3304,1.43199e+11,4.30966e+10,-6.32174e+10,-7.75345e+11
3311,1.36993e+11,6.00047e+10,-7.10886e+10,-7.74663e+11
3318,1.288e+11,7.60427e+10,-7.89525e+10,-7.73901e+11
3325,1.1874e+11,9.09786e+10,-8.68082e+10,-7.73059e+11
3332,1.0696e+11,1.04596e+11,-9.46549e+10,-7.72138e+11
3339,9.3631e+10,1.16699e+11,-1.02492e+11,-7.71137e+11
3346,7.89458e+10,1.27111e+11,-1.10318e+11,-7.70056e+11
3353,6.31176e+10,1.35683e+11,-1.18133e+11,-7.68896e+11
3360,4.6376e+10,1.42292e+11,-1.25936e+11,-7.67657e+11
3367,2.89633e+10,1.46842e+11,-1.33726e+11,-7.66338e+11
3374,1.11316e+10,1.49267e+11,-1.41502e+11,-7.6494e+11
3381,-6.86104e+09,1.49534e+11,-1.49264e+11,-7.63464e+11
3388,-2.47545e+10,1.47638e+11,-1.5701e+11,-7.61909e+11
3395,-4.22901e+10,1.43608e+11,-1.6474e+11,-7.60275e+11
3402,-5.92144e+10,1.37502e+11,-1.72452e+11,-7.58562e+11
3409,-7.52829e+10,1.29409e+11,-1.80148e+11,-7.56772e+11
3416,-9.02633e+10,1.19445e+11,-1.87824e+11,-7.54903e+11
3423,-1.03939e+11,1.07755e+11,-1.95481e+11,-7.52957e+11
3430,-1.16113e+11,9.45074e+10,-2.03118e+11,-7.50933e+11
3437,-1.26608e+11,7.98938e+10,-2.10734e+11,-7.48831e+11
3444,-1.35274e+11,6.41254e+10,-2.18328e+11,-7.46652e+11
3451,-1.41984e+11,4.74298e+10,-2.259e+11,-7.44396e+11
3458,-1.46641e+11,3.00485e+10,-2.33449e+11,-7.42064e+11
3465,-1.49177e+11,1.22326e+10,-2.40973e+11,-7.39655e+11
3472,-1.49556e+11,-5.76035e+09,-2.48473e+11,-7.37169e+11
3479,-1.47772e+11,-2.367e+10,-2.55947e+11,-7.34608e+11
3486,-1.43849e+11,-4.12372e+10,-2.63394e+11,-7.3197e+11
3493,-1.37844e+11,-5.82077e+10,-2.70814e+11,-7.29258e+11
3500,-1.29844e+11,-7.43356e+10,-2.78207e+11,-7.2647e+11
3507,-1.19964e+11,-8.93871e+10,-2.8557e+11,-7.23607e+11
3514,-1.08346e+11,-1.03144e+11,-2.92905e+11,-7.20669e+11
3521,-9.51579e+10,-1.15407e+11,-3.00209e+11,-7.17657e+11
3528,-8.05912e+10,-1.25997e+11,-3.07482e+11,-7.14571e+11
3535,-6.48562e+10,-1.34761e+11,-3.14723e+11,-7.11412e+11
3542,-4.8181e+10,-1.41571e+11,-3.21932e+11,-7.08179e+11
3549,-3.08072e+10,-1.46328e+11,-3.29108e+11,-7.04873e+11
3556,-1.29865e+10,-1.48963e+11,-3.3625e+11,-7.01494e+11
3563,5.02246e+09,-1.49437e+11,-3.43357e+11,-6.98043e+11
3570,2.29585e+10,-1.47743e+11,-3.50428e+11,-6.9452e+11
3577,4.05613e+10,-1.43905e+11,-3.57464e+11,-6.90925e+11
3584,5.75755e+10,-1.37979e+11,-3.64462e+11,-6.87259e+11
3591,7.37541e+10,-1.30051e+11,-3.71423e+11,-6.83522e+11
3598,8.88623e+10,-1.20236e+11,-3.78346e+11,-6.79715e+11
3605,1.02681e+11,-1.08676e+11,-3.8523e+11,-6.75837e+11
3612,1.15009e+11,-9.55386e+10,-3.92074e+11,-6.7189e+11
3619,1.25669e+11,-8.10152e+10,-3.98877e+11,-6.67873e+11
3626,1.34505e+11,-6.53164e+10,-4.0564e+11,-6.63788e+11
3633,1.4139e+11,-4.86701e+10,-4.1236e+11,-6.59634e+11
3640,1.46224e+11,-3.13178e+10,-4.19038e+11,-6.55412e+11
3647,1.48937e+11,-1.35113e+10,-4.25673e+11,-6.51122e+11
3654,1.4949e+11,4.49102e+09,-4.32264e+11,-6.46766e+11
3661,1.47876e+11,2.24282e+10,-4.3881e+11,-6.42342e+11
3668,1.44119e+11,4.00403e+10,-4.45311e+11,-6.37853e+11
3675,1.38272e+11,5.7072e+10,-4.51766e+11,-6.33297e+11
3682,1.30422e+11,7.32768e+10,-4.58175e+11,-6.28676e+11
3689,1.20683e+11,8.842e+10,-4.64536e+11,-6.23991e+11
3696,1.09196e+11,1.02282e+11,-4.70849e+11,-6.19241e+11
3703,9.61277e+10,1.14664e+11,-4.77114e+11,-6.14427e+11
3710,8.16674e+10,1.25385e+11,-4.83329e+11,-6.0955e+11
3717,6.6025e+10,1.34291e+11,-4.89495e+11,-6.0461e+11
3724,4.9427e+10,1.41254e+11,-4.9561e+11,-5.99607e+11
3731,3.21137e+10,1.46172e+11,-5.01674e+11,-5.94543e+11
3738,1.43357e+10,1.48976e+11,-5.07687e+11,-5.89417e+11
3745,-3.6498e+09,1.49624e+11,-5.13647e+11,-5.84231e+11
3752,-2.15825e+10,1.48107e+11,-5.19554e+11,-5.78984e+11
3759,-3.9203e+10,1.44449e+11,-5.25407e+11,-5.73677e+11
3766,-5.62565e+10,1.387e+11,-5.31206e+11,-5.68312e+11
3773,-7.24964e+10,1.30946e+11,-5.36951e+11,-5.62888e+11
3780,-8.76876e+10,1.21297e+11,-5.4264e+11,-5.57405e+11
3787,-1.01611e+11,1.09894e+11,-5.48273e+11,-5.51866e+11
3794,-1.14064e+11,9.69012e+10,-5.53849e+11,-5.46269e+11
3801,-1.24867e+11,8.25065e+10,-5.59369e+11,-5.40616e+11
3808,-1.33864e+11,6.69181e+10,-5.6483e+11,-5.34907e+11
3815,-1.40923e+11,5.03613e+10,-5.70234e+11,-5.29143e+11
3822,-1.45944e+11,3.30757e+10,-5.75578e+11,-5.23324e+11
3829,-1.48852e+11,1.53113e+10,-5.80863e+11,-5.17452e+11
3836,-1.49606e+11,-2.67473e+09,-5.86089e+11,-5.11526e+11
3843,-1.48194e+11,-2.06221e+10,-5.91253e+11,-5.05547e+11
3850,-1.44637e+11,-3.8271e+10,-5.96357e+11,-4.99516e+11
3857,-1.38984e+11,-5.53658e+10,-6.014e+11,-4.93434e+11
3864,-1.31319e+11,-7.16586e+10,-6.0638e+11,-4.87301e+11
3871,-1.21752e+11,-8.69135e+10,-6.11298e+11,-4.81117e+11
3878,-1.10421e+11,-1.00909e+11,-6.16152e+11,-4.74884e+11
3885,-9.74894e+10,-1.13443e+11,-6.20944e+11,-4.68602e+11
3892,-8.31454e+10,-1.24332e+11,-6.25671e+11,-4.62271e+11
3899,-6.75964e+10,-1.3342e+11,-6.30333e+11,-4.55893e+11
3906,-5.10677e+10,-1.40573e+11,-6.34931e+11,-4.49468e+11
3913,-3.37987e+10,-1.45689e+11,-6.39463e+11,-4.42997e+11
3920,-1.60398e+10,-1.48693e+11,-6.43929e+11,-4.36479e+11
3927,1.9515e+09,-1.49541e+11,-6.48329e+11,-4.29917e+11
3934,1.99145e+10,-1.4822e+11,-6.52662e+11,-4.23311e+11
3941,3.75886e+10,-1.44751e+11,-6.56927e+11,-4.1666e+11
3948,5.47176e+10,-1.39182e+11,-6.61125e+11,-4.09967e+11
3955,7.10531e+10,-1.31596e+11,-6.65254e+11,-4.03232e+11
3962,8.63584e+10,-1.22101e+11,-6.69315e+11,-3.96454e+11
3969,1.00411e+11,-1.10836e+11,-6.73307e+11,-3.89636e+11
3976,1.13009e+11,-9.79646e+10,-6.7723e+11,-3.82778e+11
3983,1.23967e+11,-8.36725e+10,-6.81082e+11,-3.75881e+11
3990,1.33129e+11,-6.81675e+10,-6.84864e+11,-3.68944e+11
3997,1.40361e+11,-5.16744e+10,-6.88576e+11,-3.6197e+11
4004,1.45558e+11,-3.44323e+10,-6.92217e+11,-3.54958e+11
4011,1.48645e+11,-1.66912e+10,-6.95786e+11,-3.47909e+11
4018,1.49579e+11,1.29175e+09,-6.99284e+11,-3.40825e+11
4025,1.48345e+11,1.9256e+10,-7.02709e+11,-3.33706e+11
4032,1.44961e+11,3.69412e+10,-7.06062e+11,-3.26552e+11
4039,1.39478e+11,5.40912e+10,-7.09342e+11,-3.19364e+11
4046,1.31973e+11,7.04576e+10,-7.12549e+11,-3.12143e+11
4053,1.22557e+11,8.58035e+10,-7.15682e+11,-3.04891e+11
4060,1.11366e+11,9.99065e+10,-7.18742e+11,-2.97607e+11
4067,9.85626e+10,1.12563e+11,-7.21727e+11,-2.90292e+11
4074,8.43313e+10,1.23589e+11,-7.24638e+11,-2.82947e+11
4081,6.88789e+10,1.32825e+11,-7.27474e+11,-2.75573e+11
4088,5.2429e+10,1.40139e+11,-7.30236e+11,-2.6817e+11
4095,3.52201e+10,1.45423e+11,-7.32921e+11,-2.6074e+11
4102,1.75011e+10,1.48601e+11,-7.35532e+11,-2.53283e+11
4109,-4.71287e+08,1.49629e+11,-7.38066e+11,-2.458e+11
4116,-1.84369e+10,1.4849e+11,-7.40524e+11,-2.38292e+11
4123,-3.61357e+10,1.45201e+11,-7.42906e+11,-2.30759e+11
4130,-5.33114e+10,1.3981e+11,-7.45212e+11,-2.23202e+11
4137,-6.97153e+10,1.32395e+11,-7.4744e+11,-2.15622e+11
4144,-8.511e+10,1.23064e+11,-7.49591e+11,-2.0802e+11
4151,-9.92726e+10,1.1195e+11,-7.51665e+11,-2.00396e+11
4158,-1.11998e+11,9.92157e+10,-7.53662e+11,-1.92752e+11
4165,-1.23102e+11,8.50447e+10,-7.5558e+11,-1.85088e+11
4172,-1.32423e+11,6.96423e+10,-7.57421e+11,-1.77405e+11
4179,-1.39827e+11,5.32314e+10,-7.59184e+11,-1.69703e+11
4186,-1.45206e+11,3.60497e+10,-7.60868e+11,-1.61984e+11
4193,-1.48483e+11,1.83458e+10,-7.62474e+11,-1.54248e+11
4200,-1.49609e+11,3.76282e+08,-7.64001e+11,-1.46497e+11
4207,-1.48569e+11,-1.75988e+10,-7.6545e+11,-1.3873e+11
4214,-1.45377e+11,-3.53189e+10,-7.66819e+11,-1.30949e+11
4221,-1.40079e+11,-5.25275e+10,-7.6811e+11,-1.23154e+11
4228,-1.32753e+11,-6.89753e+10,-7.69321e+11,-1.15347e+11
4235,-1.23503e+11,-8.44239e+10,-7.70453e+11,-1.07528e+11
4242,-1.12465e+11,-9.86497e+10,-7.71505e+11,-9.96978e+10
4249,-9.97975e+10,-1.11446e+11,-7.72478e+11,-9.18573e+10
4256,-8.56846e+10,-1.22629e+11,-7.73371e+11,-8.40073e+10
4263,-7.03305e+10,-1.32034e+11,-7.74184e+11,-7.61486e+10
4270,-5.39577e+10,-1.39528e+11,-7.74917e+11,-6.82821e+10
4277,-3.68033e+10,-1.44999e+11,-7.75571e+11,-6.04085e+10
4284,-1.91158e+10,-1.48371e+11,-7.76144e+11,-5.25287e+10
4291,-1.15147e+09,-1.49592e+11,-7.76638e+11,-4.46435e+10
4298,1.68295e+10,-1.48647e+11,-7.77051e+11,-3.67536e+10
4305,3.45665e+10,-1.45548e+11,-7.77384e+11,-2.886e+10
4312,5.18028e+10,-1.40341e+11,-7.77637e+11,-2.09634e+10
4319,6.82885e+10,-1.33101e+11,-7.7781e+11,-1.30647e+10
